quarter,quarter_label,quarter_end_date,geography_type,geography_code,geography_name,remoteness,support_class,support_type,support_type_group,atlas_service_type_filter,payments,local_support_share,payment_growth_rate,payments_per_funded_plan,payments_per_1000_population,national_support_share,remoteness_support_share,support_location_quotient,remoteness_support_location_quotient,national_benchmark,remoteness_benchmark,support_payment_gap_from_national_benchmark,support_payment_gap_from_remoteness_benchmark,support_share_gap_from_national,support_share_gap_from_remoteness,support_lq_gap_from_remoteness,projected_next_quarter_payments,projected_next_quarter_payment_change,support_undersupply_score,support_growth_score,support_payment_scale_score,support_payment_intensity_score,support_business_opportunity_score,support_advocacy_opportunity_score,service_type_opportunity_score,service_type_opportunity_rank,service_type_opportunity_segment,business_opportunity_score,advocacy_opportunity_score,underfunded_advocacy_score,underserviced_provider_score,funded_plans_per_1000_delta_from_national_mean,funded_plans_per_1000_delta_from_national_median,mean_plan_utilisation_delta_from_national_median,provider_saturation_delta_from_national_mean,provider_saturation_delta_from_national_median,active_provider_rate_delta_from_national_mean,active_provider_rate_delta_from_national_median,atlas_default_metric_value,atlas_default_metric_label,atlas_metric_interpretation,atlas_utilisation_median_band,payment_item_participant_count_sum_not_unique,suppressed_payment_item_rows,suppressed_participant_item_rows,source_item_rows,area_total_payments,funded_plan_count,population_count,reliability_flag
2025Q2,2025 Q2,2024-12-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,Group Centre Care,Group Centre Care,Group Centre Care,2924000.0,0.0052828797837705,0.03945965161749032,397.87726221254593,8473.96227289984,0.0311199114728848,0.03140794968967775,0.16975883072076037,0.1682019945895011,0.0311199114728848,0.03140794968967775,14300435.321481116,14459860.441940978,0.0258370316891143,0.02612506990590725,0.8317980054104989,3039380.0213295417,115380.02132954169,0.9569444444444445,0.7375,0.14270833333333333,0.026041666666666668,0.5037638888888889,0.575,0.5393819444444444,16.0,under-indexed support mix,0.655625,0.47326388888888893,0.3666666666666667,0.503125,-5.659832760265896,-7.494918297945059,0.030000000000000027,,,,,0.546875,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,1214.0,12.0,12.0,23.0,553486000.0,7349.0,345057.0,suppression_present
2025Q3,2025 Q3,2025-03-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,Group Centre Care,Group Centre Care,Group Centre Care,3085000.0,0.0054025371785621,0.055061559507523894,414.3164114961053,8940.551850853626,0.0305696140953805,0.03087176741000682,0.17672899506371262,0.17499928354639369,0.0305696140953805,0.03087176741000682,14371105.597656935,14543643.600601375,0.025167076916818402,0.02546923023144472,0.8250007164536063,3254864.911080711,169864.91108071106,0.9569444444444445,0.8135416666666667,0.14375,0.022916666666666665,0.5171388888888889,0.588888888888889,0.5530138888888889,10.0,under-indexed support mix,0.6485416666666666,0.4829861111111111,0.38125000000000003,0.534375,-5.828276827224279,-7.873621599943256,0.020000000000000018,,,,,0.5864583333333334,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,1143.0,8.0,8.0,16.0,571028000.0,7446.0,345057.0,suppression_present
2025Q4,2025 Q4,2025-06-30,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,Group Centre Care,Group Centre Care,Group Centre Care,3049000.0,0.0051421902458604,-0.011669367909238226,405.39821832203165,8836.221261994395,0.0297022116473558,0.029953791984881985,0.1731248267607768,0.17167076036502227,0.0297022116473558,0.029953791984881985,14562569.969759852,14711741.511931956,0.0245600214014954,0.024811601739021586,0.8283292396349777,3013420.0972447325,-35579.90275526745,0.9576388888888889,0.09895833333333333,0.13645833333333332,0.020833333333333332,0.36940277777777775,0.5786458333333333,0.4740243055555555,40.0,under-indexed support mix,0.6331249999999999,0.4642361111111111,0.3770833333333334,0.515625,-5.981999453742553,-8.104764662237113,0.020000000000000018,,,,,0.5677083333333334,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,1127.0,6.0,6.0,14.0,592938000.0,7521.0,345057.0,suppression_present
2026Q1,2026 Q1,2025-09-30,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,Group Centre Care,Group Centre Care,Group Centre Care,2942000.0,0.004881869380955,-0.03509347326992451,385.4821802935011,8526.127567329455,0.0291154427376625,0.029370526888008397,0.16767285405693044,0.16621660890081627,0.0291154427376625,0.029370526888008397,14604072.180539452,14757795.582735606,0.024233573356707498,0.024488657507053396,0.8337833910991838,2838755.001639882,-103244.9983601179,0.9590277777777777,0.1046875,0.128125,0.017708333333333333,0.3664097222222222,0.5736111111111111,0.47001041666666665,37.0,under-indexed support mix,0.6224999999999999,0.4541666666666666,0.375,0.50625,-6.13512980861276,-8.087870671360516,0.030000000000000027,,,,,0.5583333333333332,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,1097.0,7.0,7.0,15.0,602638000.0,7632.0,345057.0,suppression_present
2024Q2,2024 Q2,2023-12-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,11562000.0,0.0242481439536932,,1766.5393430099311,33507.50745529,0.0272319002907572,0.028000037726057074,0.8904315782150275,0.8660039743849227,0.0272319002907572,0.028000037726057074,1422714.6966388486,1788977.9885385334,0.002983756337063999,0.0037518937723638734,0.13399602561507729,11562000.0,0.0,0.7097222222222221,0.5005208333333333,0.4375,0.49375,0.5603819444444443,0.5210069444444445,0.5406944444444444,14.0,under-indexed support mix,0.6604166666666667,0.5097222222222223,0.38958333333333334,0.47500000000000003,-5.152628651834831,-6.83755021259055,0.0,-6.825721489333436,-4.603687618920981,38.605744605423794,33.612246274146074,0.6479166666666667,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1494.0,17.0,17.0,31.0,476820000.0,6545.0,345057.0,suppression_present
2024Q3,2024 Q3,2024-03-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,14263000.0,0.0282781701170937,0.23361010205846733,2116.172106824926,41335.19969164515,0.026618134219217,0.02741477396011068,1.0623648481221586,1.031493827315129,0.026618134219217,0.02741477396011068,-837292.2262428906,-435481.48045145534,-0.0016600358978767008,-0.0008633961569830227,0.0,17594980.88565992,3331980.885659918,0.24687500000000004,0.9864583333333333,0.49270833333333336,0.5438034188034188,0.589392094017094,0.4549479166666667,0.5221700053418803,23.0,monitor,0.6771153846153846,0.5479166666666666,0.40625,0.6187499999999999,-5.153758152737943,-7.060257154779421,0.010000000000000009,,,,,0.6916666666666665,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1517.0,15.0,15.0,32.0,504382000.0,6740.0,345057.0,suppression_present
2024Q4,2024 Q4,2024-06-30,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,12377000.0,0.0238230889752048,-0.1322302460912852,1802.9133284777859,35869.43606418649,0.0260071040070306,0.026781144037667216,0.9160223671487842,0.8895470985742072,0.0260071040070306,0.026781144037667216,1134678.801604664,1536822.01104155,0.0021840150318258,0.002958055062462415,0.11045290142579278,10740386.244128164,-1636613.755871836,0.6885416666666666,0.0703125,0.440625,0.503125,0.4791875,0.5594618055555556,0.5193246527777777,19.0,under-indexed support mix,0.6933333333333334,0.5493055555555555,0.38125000000000003,0.6187499999999999,-5.376186132358658,-7.034314721971377,0.0,,,,,0.6708333333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1628.0,21.0,21.0,36.0,519538000.0,6865.0,345057.0,suppression_present
2025Q1,2025 Q1,2024-09-30,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,14250000.0,0.0264965433632201,0.15132907812878726,2007.607776838546,41297.52475677932,0.0257225754925846,0.026503076775791144,1.030089050408604,0.9997534847509851,0.0257225754925846,0.026503076775791144,-416244.5646350477,3513.7084811311215,-0.0007739678706355016,6.53341257104284e-06,0.000246515249014867,16406439.363335218,2156439.3633352183,0.5010416666666667,0.9625,0.47604166666666664,0.5291666666666667,0.629,0.4969618055555555,0.5629809027777778,8.0,monitor,0.6762499999999999,0.5201388888888888,0.37916666666666665,0.5874999999999999,-5.583039589819954,-7.200092852726918,0.010000000000000009,,,,,0.6395833333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1729.0,22.0,22.0,37.0,537806000.0,7098.0,345057.0,suppression_present
2025Q2,2025 Q2,2024-12-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,14200000.0,0.0256555721373259,-0.0035087719298245723,1932.2356783235814,41152.62116114149,0.0262001343851877,0.027021062605384533,0.9792152879883825,0.9494657005906744,0.0262001343851877,0.027021062605384533,301407.58032000065,755779.8572038636,0.0005445622478618024,0.001365490468058634,0.050534299409325634,14150175.43859649,-49824.56140350923,0.5968749999999999,0.09635416666666667,0.4625,0.521875,0.46664583333333337,0.4849826388888889,0.4758142361111111,47.0,monitor,0.655625,0.47326388888888893,0.3666666666666667,0.503125,-5.659832760265896,-7.494918297945059,0.030000000000000027,,,,,0.546875,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,1575.0,25.0,25.0,37.0,553486000.0,7349.0,345057.0,suppression_present
2025Q3,2025 Q3,2025-03-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,14667000.0,0.0256852553640101,0.032887323943662006,1969.7824335213538,42506.02074439875,0.0264975610636093,0.02733967740471349,0.9693441333091297,0.939486409579282,0.0264975610636093,0.02733967740471349,463849.2990306914,944721.3090587351,0.0008123056995992008,0.0016544220407033912,0.06051359042071802,15149358.38028169,482358.3802816905,0.6166666666666666,0.6302083333333334,0.4666666666666667,0.5260416666666666,0.5776249999999999,0.5038194444444444,0.5407222222222221,12.0,monitor,0.6485416666666666,0.4829861111111111,0.38125000000000003,0.534375,-5.828276827224279,-7.873621599943256,0.020000000000000018,,,,,0.5864583333333334,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,1546.0,25.0,25.0,35.0,571028000.0,7446.0,345057.0,suppression_present
2025Q4,2025 Q4,2025-06-30,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,23824000.0,0.0401795803271168,0.6243267198472762,3167.663874484776,69043.6652495095,0.0406219852418858,0.042997120483874954,0.9891092246689894,0.9344714221545416,0.0406219852418858,0.042997120483874954,262318.68535328284,1670626.625467848,0.000442404914769004,0.0028175401567581554,0.0655285778454584,35736000.0,11912000.0,0.6631944444444444,0.971875,0.584375,0.6135416666666667,0.6932222222222222,0.5050347222222222,0.5991284722222222,15.0,monitor,0.6331249999999999,0.4642361111111111,0.3770833333333334,0.515625,-5.981999453742553,-8.104764662237113,0.020000000000000018,,,,,0.5677083333333334,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,1837.0,23.0,23.0,37.0,592938000.0,7521.0,345057.0,suppression_present
2026Q1,2026 Q1,2025-09-30,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,25270000.0,0.0419323043020851,0.060695097380792484,3311.0587002096436,73234.27723535532,0.0415839018317742,0.04411865387773427,1.008378301577383,0.9504438738836369,0.0415839018317742,0.04411865387773427,-209960.56790326163,1317577.3355700225,-0.000348402470310899,0.0021863495756491713,0.049556126116363064,26803765.110812627,1533765.1108126268,0.6284722222222222,0.8395833333333333,0.5989583333333334,0.6291666666666667,0.6637361111111111,0.49097222222222225,0.5773541666666666,16.0,monitor,0.6224999999999999,0.4541666666666666,0.375,0.50625,-6.13512980861276,-8.087870671360516,0.030000000000000027,,,,,0.5583333333333332,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,1893.0,24.0,24.0,38.0,602638000.0,7632.0,345057.0,suppression_present
2024Q2,2024 Q2,2023-12-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Capacity Building,Other Capacity Building,Other Capacity Building,Other Capacity Building,25033000.0,0.0524998951386267,,3824.751718869366,72547.43419203204,0.0612838660057911,0.07030381325795215,0.8566674813508933,0.7467574332845789,0.0612838660057911,0.07030381325795215,4188372.9888813123,8489264.237656746,0.008783970867164405,0.017803918119325454,0.2532425667154211,25033000.0,0.0,0.8868055555555555,0.5005208333333333,0.65625,0.6625,0.6732986111111112,0.5652777777777778,0.6192881944444445,2.0,under-indexed support mix,0.6604166666666667,0.5097222222222223,0.38958333333333334,0.47500000000000003,-5.152628651834831,-6.83755021259055,0.0,-6.825721489333436,-4.603687618920981,38.605744605423794,33.612246274146074,0.6479166666666667,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,6844.0,33.0,33.0,66.0,476820000.0,6545.0,345057.0,suppression_present
2024Q3,2024 Q3,2024-03-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Capacity Building,Other Capacity Building,Other Capacity Building,Other Capacity Building,26508000.0,0.052555404435527,0.058922222666080826,3932.9376854599404,76822.0902633478,0.0614827599386912,0.07021115323053514,0.8547990442838563,0.7485335593757264,0.0614827599386912,0.07021115323053514,4502797.423396945,8905241.888723776,0.008927355503164196,0.01765574879500814,0.2514664406242736,28069910.27843247,1561910.2784324698,0.8875000000000001,0.8083333333333333,0.659375,0.6666666666666666,0.739798076923077,0.6151041666666667,0.6774511217948718,1.0,under-indexed support mix,0.6771153846153846,0.5479166666666666,0.40625,0.6187499999999999,-5.153758152737943,-7.060257154779421,0.010000000000000009,,,,,0.6916666666666665,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,7000.0,32.0,32.0,66.0,504382000.0,6740.0,345057.0,suppression_present
2024Q4,2024 Q4,2024-06-30,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Capacity Building,Other Capacity Building,Other Capacity Building,Other Capacity Building,27458000.0,0.0528508020587522,0.035838237513203586,3999.7086671522216,79575.25858046641,0.0608406589284941,0.069280300087371,0.8686757012422833,0.7628546930671608,0.0608406589284941,0.069280300087371,4151034.258391969,8535748.54679256,0.0079898568697419,0.016429498028618802,0.2371453069328392,28442046.325637545,984046.3256375454,0.8836805555555555,0.6333333333333333,0.6604166666666667,0.6708333333333333,0.7083194444444445,0.6082465277777778,0.6582829861111111,1.0,under-indexed support mix,0.6933333333333334,0.5493055555555555,0.38125000000000003,0.6187499999999999,-5.376186132358658,-7.034314721971377,0.0,,,,,0.6708333333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,7238.0,40.0,40.0,73.0,519538000.0,6865.0,345057.0,suppression_present
2025Q1,2025 Q1,2024-09-30,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Capacity Building,Other Capacity Building,Other Capacity Building,Other Capacity Building,27704000.0,0.0515129991112036,0.008959137591958655,3903.0712876866723,80288.1842710045,0.0597705422452432,0.06772639860684374,0.8618459390888867,0.7606044344722949,0.0597705422452432,0.06772639860684374,4440956.242745262,8719663.5291522,0.008257543134039598,0.016213399495640136,0.23939556552770513,27952203.947847623,248203.94784762338,0.8850694444444445,0.275,0.65625,0.6677083333333333,0.6320555555555555,0.59296875,0.6125121527777777,1.0,under-indexed support mix,0.6762499999999999,0.5201388888888888,0.37916666666666665,0.5874999999999999,-5.583039589819954,-7.200092852726918,0.010000000000000009,,,,,0.6395833333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,7420.0,40.0,40.0,69.0,537806000.0,7098.0,345057.0,suppression_present
2025Q2,2025 Q2,2024-12-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Capacity Building,Other Capacity Building,Other Capacity Building,Other Capacity Building,28406000.0,0.0513219846572451,0.02533930118394445,3865.287794257722,82322.63075375953,0.05947640224705,0.06719573324268285,0.8628965895426306,0.7637685040490827,0.05947640224705,0.06719573324268285,4513355.974110719,8785897.609559558,0.008154417589804903,0.015873748585437754,0.2362314959509173,29125788.189431127,719788.1894311272,0.8850694444444445,0.5572916666666666,0.6572916666666667,0.6697916666666667,0.6850138888888889,0.5570312500000001,0.6210225694444444,4.0,under-indexed support mix,0.655625,0.47326388888888893,0.3666666666666667,0.503125,-5.659832760265896,-7.494918297945059,0.030000000000000027,,,,,0.546875,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,7755.0,39.0,39.0,68.0,553486000.0,7349.0,345057.0,suppression_present
2025Q3,2025 Q3,2025-03-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Capacity Building,Other Capacity Building,Other Capacity Building,Other Capacity Building,28603000.0,0.0500903633447046,0.006935154544814415,3841.3913510609723,82893.55092057254,0.0588095603188933,0.0662518274407994,0.8517384430880102,0.7560601009755363,0.0588095603188933,0.0662518274407994,4978905.6097770035,9228648.519864798,0.0087191969741887,0.0161614640960948,0.24393989902446367,28801366.225445326,198366.22544532642,0.8888888888888888,0.30416666666666664,0.6510416666666666,0.6697916666666667,0.6324861111111111,0.571875,0.6021805555555555,4.0,under-indexed support mix,0.6485416666666666,0.4829861111111111,0.38125000000000003,0.534375,-5.828276827224279,-7.873621599943256,0.020000000000000018,,,,,0.5864583333333334,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,8826.0,38.0,38.0,69.0,571028000.0,7446.0,345057.0,suppression_present
2025Q4,2025 Q4,2025-06-30,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Capacity Building,Other Capacity Building,Other Capacity Building,Other Capacity Building,28813000.0,0.0485936134975326,0.007341887214627807,3831.006515091078,83502.1460222514,0.0580866153536241,0.06529528771826731,0.8365716129559403,0.7442131767180776,0.0580866153536241,0.06529528771826731,5628761.534547165,9903057.309093982,0.009493001856091504,0.016701674220734715,0.25578682328192237,29024541.79631507,211541.79631507024,0.8934027777777778,0.30625,0.634375,0.6677083333333333,0.626972222222222,0.5625868055555556,0.5947795138888888,7.0,under-indexed support mix,0.6331249999999999,0.4642361111111111,0.3770833333333334,0.515625,-5.981999453742553,-8.104764662237113,0.020000000000000018,,,,,0.5677083333333334,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,9140.0,35.0,35.0,64.0,592938000.0,7521.0,345057.0,suppression_present
2026Q1,2026 Q1,2025-09-30,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Capacity Building,Other Capacity Building,Other Capacity Building,Other Capacity Building,29823000.0,0.0494874203087093,0.03505362162912573,3907.625786163522,86429.1986541354,0.058005859168541,0.06504405101838155,0.8531451997792042,0.7608293077367533,0.058005859168541,0.06504405101838155,5133534.957611211,9375016.81761542,0.008518438859831702,0.015556630709672253,0.23917069226324672,30868404.157845415,1045404.1578454152,0.8854166666666666,0.6885416666666667,0.634375,0.6770833333333334,0.7015833333333334,0.5552083333333333,0.6283958333333334,3.0,under-indexed support mix,0.6224999999999999,0.4541666666666666,0.375,0.50625,-6.13512980861276,-8.087870671360516,0.030000000000000027,,,,,0.5583333333333332,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,9530.0,36.0,36.0,66.0,602638000.0,7632.0,345057.0,suppression_present
2024Q2,2024 Q2,2023-12-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,Other Core,Other Core,Other Core,10787000.0,0.0226227926680927,,1648.1283422459894,31261.50172290375,0.0238274535475104,0.02403560952853795,0.9494423154779974,0.9412198447154925,0.0238274535475104,0.02403560952853795,574406.4005239084,673659.3353974652,0.0012046608794177016,0.0014128168604452505,0.05878015528450753,10787000.0,0.0,0.5927083333333333,0.5005208333333333,0.41458333333333336,0.46145833333333336,0.5259375000000001,0.49175347222222227,0.5088454861111111,9.0,monitor,0.6604166666666667,0.5097222222222223,0.38958333333333334,0.47500000000000003,-5.152628651834831,-6.83755021259055,0.0,-6.825721489333436,-4.603687618920981,38.605744605423794,33.612246274146074,0.6479166666666667,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,6612.0,15.0,15.0,57.0,476820000.0,6545.0,345057.0,suppression_present
2024Q3,2024 Q3,2024-03-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,Other Core,Other Core,Other Core,10871000.0,0.0215531085566098,0.0077871512005192045,1612.9080118694362,31504.939763575294,0.023092988216585,0.023292770458388515,0.9333183022685092,0.9253132251963526,0.023092988216585,0.023292770458388515,776687.5826575756,877454.1493429169,0.0015398796599752004,0.0017396619017787142,0.07468677480364738,10955654.120700844,84654.12070084363,0.6218750000000001,0.18125,0.4125,0.4497863247863248,0.4685053418803419,0.5486979166666667,0.5086016292735043,6.0,monitor,0.6771153846153846,0.5479166666666666,0.40625,0.6187499999999999,-5.153758152737943,-7.060257154779421,0.010000000000000009,,,,,0.6916666666666665,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,7133.0,20.0,20.0,67.0,504382000.0,6740.0,345057.0,suppression_present
2024Q4,2024 Q4,2024-06-30,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,Other Core,Other Core,Other Core,10915000.0,0.0210090503485789,0.004047465734523081,1589.9490167516387,31632.454927736577,0.0224767691246811,0.02273090957169125,0.9347006338873437,0.9242503157349792,0.0224767691246811,0.02273090957169125,762535.6774985697,894571.2970573287,0.0014677187761021997,0.0017218592231123507,0.07574968426502082,10959178.088492319,44178.08849231899,0.6243055555555556,0.17395833333333333,0.3958333333333333,0.4375,0.4649861111111111,0.5434027777777778,0.5041944444444444,4.0,monitor,0.6933333333333334,0.5493055555555555,0.38125000000000003,0.6187499999999999,-5.376186132358658,-7.034314721971377,0.0,,,,,0.6708333333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,6897.0,17.0,17.0,65.0,519538000.0,6865.0,345057.0,suppression_present
2025Q1,2025 Q1,2024-09-30,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,Other Core,Other Core,Other Core,10432000.0,0.0193973291484289,-0.04425103069170866,1469.7097774020851,30232.686193875215,0.0213960142892985,0.0216119824940079,0.9065860999228594,0.8975265991357789,0.0213960142892985,0.0216119824940079,1074904.8608704694,1191053.8571724128,0.0019986851408696008,0.002214653345579,0.10247340086422108,9970373.247824095,-461626.7521759048,0.6614583333333334,0.09166666666666666,0.3697916666666667,0.384375,0.43670833333333337,0.5370659722222222,0.4868871527777778,6.0,monitor,0.6762499999999999,0.5201388888888888,0.37916666666666665,0.5874999999999999,-5.583039589819954,-7.200092852726918,0.010000000000000009,,,,,0.6395833333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,6817.0,22.0,22.0,66.0,537806000.0,7098.0,345057.0,suppression_present
2025Q2,2025 Q2,2024-12-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,Other Core,Other Core,Other Core,10435000.0,0.0188532320600701,0.00028757668711665296,1419.9210776976458,30241.380409613485,0.0210465176117903,0.02126148025299341,0.8957886719230208,0.8867318660663689,0.0210465176117903,0.02126148025299341,1213952.846879365,1332931.6593083106,0.0021932855517202005,0.002408248192923311,0.11326813393363111,10438000.862730062,3000.8627300616354,0.671875,0.19270833333333334,0.36354166666666665,0.3572916666666667,0.4482083333333334,0.503732638888889,0.47597048611111115,12.0,under-indexed support mix,0.655625,0.47326388888888893,0.3666666666666667,0.503125,-5.659832760265896,-7.494918297945059,0.030000000000000027,,,,,0.546875,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,6659.0,21.0,21.0,64.0,553486000.0,7349.0,345057.0,suppression_present
2025Q3,2025 Q3,2025-03-31,ndia_service_area,South East Metro,South East Metro,Major Cities of Australia,Core,Other Core,Other Core,Other Core,10312000.0,0.0180586591200431,-0.011787254432199301,1384.9046467902228,29884.91756434444,0.0201553237435083,0.020369128870795575,0.8959746491722566,0.8865700263664623,0.0201553237435083,0.020369128870795575,1197254.206608057,1319342.9208326563,0.0020966646234651977,0.002310469750752473,0.11342997363353768,10190449.83229516,-121550.16770483926,0.6677083333333332,0.115625,0.36041666666666666,0.34375,0.4272083333333333,0.5165798611111112,0.47189409722222225,8.0,monitor,0.6485416666666666,0.4829861111111111,0.38125000000000003,0.534375,-5.828276827224279,-7.873621599943256,0.020000000000000018,,,,,0.5864583333333334,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,6496.0,21.0,21.0,57.0,571028000.0,7446.0,345057.0,suppression_present
