quarter,quarter_label,quarter_end_date,geography_type,geography_code,geography_name,state,remoteness,population_count,participant_count,funded_plan_count,participants_per_1000,funded_plans_per_1000,participant_growth_rate,funded_plan_growth_rate,mean_plan_funding,median_plan_funding,committed_supports,payment_amount,payments_per_funded_plan,payments_per_participant,payments_per_1000_population,funding_conversion_rate,unspent_committed_funding,unspent_funding_per_funded_plan,mean_plan_utilisation,benchmark_national_funded_plans_per_1000,benchmark_national_mean_plan_utilisation,benchmark_national_mean_plan_funding,benchmark_national_payments_per_funded_plan,benchmark_remoteness_funded_plans_per_1000,benchmark_remoteness_mean_plan_utilisation,benchmark_remoteness_mean_plan_funding,benchmark_remoteness_payments_per_funded_plan,funded_plans_per_1000_gap_from_national,mean_plan_utilisation_gap_from_national,mean_plan_funding_gap_from_national,payments_per_funded_plan_gap_from_national,funded_plans_per_1000_gap_from_remoteness,mean_plan_utilisation_gap_from_remoteness,mean_plan_funding_gap_from_remoteness,payments_per_funded_plan_gap_from_remoteness,active_provider_count,registered_provider_count,funded_plans_per_active_provider,participants_per_active_provider,active_providers_per_1000_funded_plans,provider_growth_rate,payment_growth_rate,plan_value_growth_rate,supply_response_gap,funding_conversion_gap,funded_plan_volume_score,funded_plan_density_score,payment_intensity_score,unspent_funding_score,utilisation_gap_score,funded_plan_coverage_gap_score,mean_plan_funding_gap_score,payment_intensity_gap_score,provider_load_score,growth_pressure_score,funding_conversion_gap_score,underfunded_advocacy_score,utilisation_barrier_score,underserviced_provider_score,business_opportunity_score,advocacy_opportunity_score,combined_opportunity_score,opportunity_rank,opportunity_segment,opportunity_reading_note,market_density_indicator_note,population_reference_year,population_method,reliability_flag
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Maroochydore,Maroochydore,QLD,Inner Regional Australia,499995.0,,14666.0,,29.33229332293323,,0.019038354641467414,91000.0,,1334606000.0,973303000.0,66364.58475385245,,1946625.4662546625,0.7292811511412357,361303000.0,24635.415246147553,0.73,28.253214646769933,0.7386029448813405,85151.81887829916,62709.42778038322,32.03344264863498,0.7233427743146025,81102.38055009648,58210.68357447111,-1.0790786761632951,0.008602944881340448,-5848.181121700836,-3655.156973469231,2.7011493257017527,-0.006657225685397492,-9897.61944990352,-8153.901179381341,,,,,,,0.03150789605043802,0.0,,0.2707188488587643,0.825,0.46835443037974683,0.7125,0.575,0.2,0.6375,0.24375,0.21875,,0.50625,0.425,0.3666666666666667,0.39999999999999997,0.353125,0.5731249999999999,0.37326388888888884,0.47319444444444436,50.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Maryborough,Maryborough,QLD,Outer Regional Australia,169886.0,5564.0,5564.0,32.7513744511025,32.7513744511025,,,81000.0,35100.0,450684000.0,329758000.0,59266.35514018692,59266.35514018692,1941054.5895482854,0.7316833967924311,120926000.0,21733.644859813085,0.77,24.12050932082575,0.774810548394224,79559.82881407744,60116.50993792392,29.44748036263278,0.7485395550523876,79779.69432547608,58182.44347371007,-8.63086513027675,0.0048105483942239855,-1440.1711859225616,850.1547977369992,-3.3038940884697183,-0.021460444947612414,-1220.3056745239155,-1083.9116664768517,368.0,1624.0,15.119565217391305,15.119565217391305,66.13946800862688,,,,,0.2683166032075689,0.45,0.9113924050632911,0.5625,0.55,0.1875,0.24375,0.25625,0.225,0.5875,0.50625,0.5,0.24166666666666667,0.41250000000000003,0.4270833333333333,0.4804166666666667,0.36041666666666666,0.42041666666666666,65.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Maryborough,Maryborough,QLD,Outer Regional Australia,169886.0,5706.0,5706.0,33.587229083032156,33.58722908303216,0.025521207764198417,0.025521207764198417,83000.0,35900.0,473598000.0,343347000.0,60172.97581493165,60172.97581493165,2021043.5233038627,0.7249756122280921,130251000.0,22827.02418506835,0.77,24.68676284471637,0.7773084731227313,81027.36890354347,60498.99233345409,29.18486251877246,0.751550423518762,80452.36760997478,58049.56139405565,-8.90046623831579,0.0073084731227312716,-1972.6310964565346,326.0165185224396,-4.402366564259697,-0.018449576481237958,-2547.6323900252173,-2123.414420875997,,,,,,,0.041209007817854415,0.024691358024691468,,0.27502438777190785,0.4358974358974359,0.9090909090909091,0.6025641025641025,0.575,0.20625,0.26875,0.2625,0.23125,,0.50625,0.55,0.25416666666666665,0.44375000000000003,0.35624999999999996,0.48269230769230764,0.3513888888888889,0.41704059829059825,59.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Maryborough,Maryborough,QLD,Outer Regional Australia,169886.0,5818.0,5818.0,34.2464947082161,34.2464947082161,0.01962846126883977,0.01962846126883977,84000.0,36700.0,488712000.0,353497000.0,60759.1955998625,60759.1955998625,2080789.4705861576,0.7233237571412202,135215000.0,23240.804400137506,0.78,25.27144981343164,0.7784608418203379,82439.3926044259,61164.480098449734,30.608345586211776,0.7572561652281135,82644.4615700781,59375.719276613236,-8.97504489478446,-0.0015391581796620809,-1560.6073955741012,405.28449858723616,-3.6381491220043216,-0.022743834771886497,-1355.5384299219004,-1383.4763232492624,,,,,,,0.0295619300590948,0.012048192771084265,,0.2766762428587798,0.45,0.9113924050632911,0.5875,0.5375,0.2125,0.25625,0.25625,0.225,,0.50625,0.525,0.24583333333333332,0.425,0.359375,0.471875,0.3434027777777778,0.4076388888888889,64.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Maryborough,Maryborough,QLD,Outer Regional Australia,169886.0,5951.0,5951.0,35.02937263812204,35.02937263812204,0.022860089377793047,0.022860089377793047,84000.0,37200.0,499884000.0,361507000.0,60747.26936649303,60747.26936649303,2127938.7353872596,0.723181778172536,138377000.0,23252.730633506973,0.75,26.153554026565185,0.7601002932313932,82459.7494204458,60716.14056683959,31.532697494122548,0.7415501850207962,82697.75282019569,59065.36071574622,-8.875818611556856,0.01010029323139321,-1540.2505795541947,-31.128799653437454,-3.496675143999493,-0.008449814979203864,-1302.2471798043116,-1681.9086507468091,,,,,,,0.022659315354868648,0.0,,0.27681822182746396,0.4375,0.8987341772151899,0.6,0.5125,0.21875,0.25625,0.25,0.225,,0.50625,0.4875,0.24375,0.40625,0.3625,0.46375,0.33749999999999997,0.400625,66.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Maryborough,Maryborough,QLD,Outer Regional Australia,169886.0,6050.0,6050.0,35.61211636038285,35.61211636038285,0.01663585951940849,0.01663585951940849,85000.0,37500.0,514250000.0,368464000.0,60903.14049586777,60903.14049586777,2168889.726051587,0.7165075352455031,145786000.0,24096.85950413223,0.73,26.957763247112997,0.7465297732931997,82492.94748629373,60067.7940397898,32.322438100030666,0.723891505303104,82921.77678310791,58404.145178554056,-8.654353113269856,0.016529773293199667,-2507.052513706265,-835.3464560779685,-3.289678260352183,-0.006108494696895974,-2078.223216892089,-2498.995317313711,,,,,,,0.019244440633238158,0.011904761904761862,,0.28349246475449685,0.4375,0.8860759493670886,0.65,0.5125,0.19375,0.25625,0.24375,0.21875,,0.50625,0.4875,0.23958333333333334,0.39791666666666664,0.35,0.4695833333333333,0.32916666666666666,0.399375,66.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Maryborough,Maryborough,QLD,Outer Regional Australia,169886.0,,6127.0,,36.06536147769681,,0.012727272727272698,87000.0,,533049000.0,378333000.0,61748.49028888526,,2226981.622970698,0.70975276194121,154716000.0,25251.509711114737,0.74,27.40732028960876,0.7506086859240299,84432.45028614352,60802.47507148593,32.730046154692914,0.7269261814617647,84888.12868756366,59134.059154767165,-8.658041188088049,0.010608685924029828,-2567.5497138564824,-946.0152173993265,-3.335315323003897,-0.013073818538235289,-2111.871312436342,-2614.4311341180946,,,,,,,0.026784163446089693,0.0235294117647058,,0.29024723805879005,0.4375,0.8734177215189873,0.6375,0.475,0.2125,0.25625,0.25625,0.225,,0.50625,0.4125,0.24583333333333332,0.3666666666666667,0.359375,0.4552083333333333,0.32395833333333335,0.38958333333333334,71.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Maryborough,Maryborough,QLD,Outer Regional Australia,169886.0,,6126.0,,36.05947517747195,,-0.00016321201240410144,88000.0,,539088000.0,387569000.0,63266.24224616389,,2281347.491847474,0.7189345709791352,151519000.0,24733.757753836107,0.75,27.77839830958376,0.7514285432706143,85151.38506175322,62192.49868267691,33.11060614399949,0.7308756031764125,85664.50093088642,60376.25859645123,-8.281076867888196,0.001428543270614284,-2848.6149382467847,-1073.7435634869835,-2.9488690334724623,-0.01912439682358752,-2335.4990691135754,-2889.98364971266,,,,,,,0.024412356310446137,0.011494252873563315,,0.28106542902086484,0.425,0.8354430379746836,0.6375,0.5,0.1875,0.26875,0.25,0.21875,,0.50625,0.4375,0.24583333333333335,0.375,0.346875,0.456875,0.32256944444444446,0.3897222222222222,68.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Maryborough,Maryborough,QLD,Outer Regional Australia,169886.0,,6149.0,,36.19486008264366,,0.0037544890630101246,88000.0,,541112000.0,395340000.0,64293.38103756709,,2327089.9308948354,0.730606602699626,145772000.0,23706.618962432916,0.73,28.253214646769933,0.7386029448813405,85151.81887829916,62709.42778038322,33.634269269780866,0.7179683189796243,85747.48693204664,60763.24328367979,-7.941645435873724,0.008602944881340448,-2848.1811217008362,-1583.9532571838645,-2.560590812862792,-0.012031681020375655,-2252.5130679533613,-3530.1377538872985,,,,,,,0.020050623243861088,0.0,,0.26939339730037404,0.425,0.810126582278481,0.65,0.475,0.2,0.26875,0.24375,0.21875,,0.50625,0.375,0.24375,0.35000000000000003,0.353125,0.45062500000000005,0.315625,0.38312500000000005,69.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Mid North Coast,Mid North Coast,NSW,Outer Regional Australia,241076.0,8202.0,8202.0,34.022465944349506,34.022465944349506,,,75000.0,26400.0,615150000.0,457908000.0,55828.82223847842,55828.82223847842,1899434.203321774,0.7443842965130456,157242000.0,19171.17776152158,0.76,24.12050932082575,0.774810548394224,79559.82881407744,60116.50993792392,29.44748036263278,0.7485395550523876,79779.69432547608,58182.44347371007,-9.901956623523755,0.014810548394223987,4559.828814077438,4287.6876994455015,-4.574985581716724,-0.011460444947612416,4779.6943254760845,2353.6212352316506,387.0,1763.0,21.1937984496124,21.1937984496124,47.183613752743234,,,,,0.2556157034869544,0.6,0.9367088607594937,0.45,0.3375,0.1875,0.24375,0.7125,0.5375,0.9375,0.50625,0.4375,0.4979166666666666,0.32083333333333336,0.5437500000000001,0.45041666666666663,0.45416666666666666,0.45229166666666665,58.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Mid North Coast,Mid North Coast,NSW,Outer Regional Australia,241076.0,8428.0,8428.0,34.95992964874148,34.95992964874148,0.027554255059741628,0.027554255059741628,76000.0,26800.0,640528000.0,474920000.0,56350.26103464641,56350.26103464641,1970001.161459457,0.7414508030874528,165608000.0,19649.738965353583,0.77,24.68676284471637,0.7773084731227313,81027.36890354347,60498.99233345409,29.18486251877246,0.751550423518762,80452.36760997478,58049.56139405565,-10.273166804025111,0.0073084731227312716,5027.368903543465,4148.731298807674,-5.77506712996902,-0.018449576481237958,4452.367609974783,1699.300359409237,,,,,,,0.03715156756379012,0.01333333333333342,,0.2585491969125472,0.5897435897435898,0.935064935064935,0.46153846153846156,0.275,0.20625,0.26875,0.725,0.525,,0.50625,0.3875,0.50625,0.28958333333333336,0.35624999999999996,0.3944230769230769,0.3840277777777778,0.3892254273504273,65.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Mid North Coast,Mid North Coast,NSW,Outer Regional Australia,241076.0,8565.0,8565.0,35.5282151686605,35.5282151686605,0.01625533934504042,0.01625533934504042,77000.0,27500.0,659505000.0,489704000.0,57175.01459427904,57175.01459427904,2031326.2207768506,0.742532657068559,169801000.0,19824.985405720956,0.78,25.27144981343164,0.7784608418203379,82439.3926044259,61164.480098449734,30.608345586211776,0.7572561652281135,82644.4615700781,59375.719276613236,-10.256765355228865,-0.0015391581796620809,5439.392604425899,3989.4655041706937,-4.919869582448726,-0.022743834771886497,5644.4615700781,2200.7046823341952,,,,,,,0.031129453381622207,0.013157894736842035,,0.257467342931441,0.6,0.9367088607594937,0.45,0.2,0.2125,0.25625,0.725,0.5125,,0.50625,0.325,0.4979166666666666,0.24583333333333335,0.359375,0.37104166666666666,0.3677083333333333,0.369375,71.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Mid North Coast,Mid North Coast,NSW,Outer Regional Australia,241076.0,8892.0,8892.0,36.88463389138695,36.88463389138695,0.03817863397548171,0.03817863397548171,77000.0,27200.0,684684000.0,508458000.0,57181.51147098516,57181.511470985155,2109119.1159634306,0.7426170320907163,176226000.0,19818.488529014845,0.76,26.153554026565185,0.7601002932313932,82459.7494204458,60716.14056683959,31.532697494122548,0.7415501850207962,82697.75282019569,59065.36071574622,-10.731079864821762,0.000100293231393209,5459.749420445805,3534.629095854427,-5.351936397264399,-0.018449814979203866,5697.752820195688,1883.8492447610552,,,,,,,0.038296603662620665,0.0,,0.2573829679092837,0.6,0.9367088607594937,0.4625,0.1625,0.21875,0.25625,0.75,0.5375,,0.50625,0.275,0.5145833333333334,0.21875,0.3625,0.36125,0.3652777777777778,0.36326388888888894,75.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Mid North Coast,Mid North Coast,NSW,Outer Regional Australia,241076.0,9092.0,9092.0,37.71424778907896,37.71424778907896,0.02249212775528564,0.02249212775528564,78000.0,27700.0,709176000.0,515806000.0,56731.85217773867,56731.85217773867,2139599.130564635,0.7273314381761368,193370000.0,21268.14782226133,0.74,26.957763247112997,0.7465297732931997,82492.94748629373,60067.7940397898,32.322438100030666,0.723891505303104,82921.77678310791,58404.145178554056,-10.756484541965968,0.006529773293199668,4492.947486293735,3335.941862051128,-5.391809689048294,-0.016108494696895972,4921.776783107911,1672.2930008153853,,,,,,,0.014451537786798418,0.01298701298701288,,0.27266856182386323,0.5875,0.9367088607594937,0.4625,0.2375,0.19375,0.25625,0.70625,0.5125,,0.50625,0.325,0.4916666666666667,0.2520833333333334,0.35,0.37791666666666673,0.3645833333333333,0.37125,74.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Mid North Coast,Mid North Coast,NSW,Outer Regional Australia,241076.0,,9206.0,,38.187127710763406,,0.012538495380554293,80000.0,,736480000.0,524595000.0,56984.032152943735,,2176056.513298711,0.7123004019117967,211885000.0,23015.96784705627,0.74,27.40732028960876,0.7506086859240299,84432.45028614352,60802.47507148593,32.730046154692914,0.7269261814617647,84888.12868756366,59134.059154767165,-10.779807421154644,0.010608685924029828,4432.450286143518,3818.4429185421977,-5.457081556070492,-0.013073818538235289,4888.128687563658,2150.0270018234296,,,,,,,0.017039352004435848,0.02564102564102555,,0.28769959808820333,0.5875,0.9367088607594937,0.475,0.3125,0.2125,0.25625,0.7125,0.55,,0.50625,0.375,0.50625,0.3,0.359375,0.406875,0.3885416666666666,0.39770833333333333,68.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Mid North Coast,Mid North Coast,NSW,Outer Regional Australia,241076.0,,9290.0,,38.53556554779406,,0.009124484032152935,80000.0,,743200000.0,546202000.0,58794.617868676,,2265683.8507358674,0.73493272335845,196998000.0,21205.382131324004,0.74,27.77839830958376,0.7514285432706143,85151.38506175322,62192.49868267691,33.11060614399949,0.7308756031764125,85664.50093088642,60376.25859645123,-10.7571672382103,0.011428543270614284,5151.385061753215,3397.880814000906,-5.424959403794567,-0.009124396823587516,5664.500930886425,1581.6407277752296,,,,,,,0.04118796404845648,0.0,,0.26506727664155005,0.5875,0.9493670886075949,0.4875,0.1875,0.1875,0.26875,0.74375,0.525,,0.50625,0.2875,0.5125000000000001,0.22083333333333333,0.346875,0.3660416666666667,0.3600694444444445,0.3630555555555556,73.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
